game_id,team_id_h,cluster_0h,cluster_1h,cluster_2h,cluster_3h,cluster_4h,cluster_5h,cluster_6h,cluster_7h,cluster_8h,cluster_9h,cluster_10h,cluster_11h,team_id_a,cluster_0a,cluster_1a,cluster_2a,cluster_3a,cluster_4a,cluster_5a,cluster_6a,cluster_7a,cluster_8a,cluster_9a,cluster_10a,cluster_11a
21001117,1610612746,0,0,1,0,1,3,2,0,1,2,1,1,1610612742,1,0,2,0,1,2,0,0,0,4,1,1
21001118,1610612759,0,0,1,0,0,4,1,0,0,4,2,0,1610612738,3,0,3,0,0,1,1,0,0,3,1,0
21001119,1610612747,0,0,0,0,1,4,2,0,0,4,0,1,1610612742,1,0,2,0,1,2,0,0,0,4,1,1
21001120,1610612754,0,0,1,0,0,4,1,0,0,4,1,1,1610612749,2,0,2,0,1,3,0,0,0,3,1,0
21001121,1610612753,1,0,1,0,0,2,1,0,0,3,1,0,1610612766,0,0,1,0,0,2,0,0,0,6,1,0
21001122,1610612755,1,0,1,0,0,2,1,0,0,5,2,0,1610612751,0,0,0,0,0,2,1,0,1,7,1,0
21001123,1610612764,0,0,0,0,1,0,1,0,0,8,0,0,1610612739,0,0,0,0,0,2,1,0,1,6,1,0
21001124,1610612765,1,0,1,0,0,4,0,0,2,4,0,0,1610612741,1,0,1,0,0,2,1,0,0,6,0,1
21001125,1610612737,2,0,0,0,0,1,2,0,1,6,0,0,1610612738,3,0,2,0,0,1,1,0,0,4,1,0
21001126,1610612750,1,0,1,0,1,3,1,0,2,3,0,0,1610612748,0,0,0,0,0,1,1,0,0,8,0,2
21001127,1610612740,0,0,1,0,1,4,0,0,0,5,1,0,1610612763,0,0,1,0,1,4,1,0,0,4,1,0
21001128,1610612745,0,0,1,0,0,4,1,0,0,4,1,1,1610612759,0,0,1,0,0,4,1,0,0,4,2,0
21001129,1610612756,2,0,2,0,0,4,0,0,0,3,0,0,1610612746,0,0,1,0,1,3,1,0,1,3,1,1
21001130,1610612757,2,0,0,0,0,2,2,0,0,5,1,0,1610612760,0,0,2,0,2,2,0,0,0,4,0,2
21001131,1610612758,0,0,2,0,0,3,1,0,0,4,2,0,1610612743,2,0,1,0,1,3,1,0,1,2,1,0
21001132,1610612762,0,0,1,0,0,1,2,0,0,6,0,0,1610612747,0,0,0,0,1,3,2,0,0,4,0,1
21001133,1610612741,1,0,1,0,0,2,1,0,0,6,0,1,1610612761,1,0,2,0,0,2,1,0,1,5,0,0
21001134,1610612763,0,0,1,0,1,4,1,0,0,4,1,0,1610612750,1,0,1,0,0,3,0,0,2,3,0,0
21001135,1610612749,2,0,2,0,1,2,0,0,0,3,1,0,1610612755,1,0,0,0,0,3,1,0,0,5,2,0
21001136,1610612744,1,0,0,0,0,2,1,0,0,6,1,1,1610612742,1,0,0,0,1,2,1,0,0,5,1,1
21001137,1610612746,0,0,1,0,1,2,1,0,1,3,1,1,1610612760,0,0,1,0,2,2,0,0,0,5,0,2
21001138,1610612759,0,0,1,0,0,4,1,0,0,4,2,0,1610612756,2,0,2,0,0,4,0,0,0,3,0,0
21001139,1610612747,0,0,0,0,1,4,2,0,0,4,0,1,1610612743,2,0,1,0,0,3,1,0,1,3,1,0
21001140,1610612738,3,0,3,0,0,1,1,0,0,3,1,0,1610612765,1,0,1,0,0,5,0,0,2,3,0,0
21001141,1610612766,0,0,1,0,0,2,0,0,0,5,1,0,1610612764,0,0,0,0,1,1,1,0,0,6,1,0
21001142,1610612751,0,0,0,0,0,2,1,0,1,7,1,0,1610612748,0,0,0,0,0,4,1,0,0,5,0,2
21001143,1610612752,0,0,0,0,0,2,1,0,0,7,1,1,1610612739,0,0,0,0,0,2,1,0,1,7,1,0
21001144,1610612761,0,0,3,0,0,2,1,0,1,5,0,0,1610612753,1,0,1,0,0,2,1,0,1,3,1,0
21001145,1610612758,0,0,2,0,0,3,1,0,0,4,2,0,1610612762,0,0,1,0,0,1,2,0,0,6,0,0
21001146,1610612745,0,0,1,0,0,4,1,0,0,4,1,1,1610612737,2,0,1,0,0,1,2,0,1,5,0,0
21001147,1610612740,0,0,1,0,1,3,0,0,1,5,1,0,1610612754,0,0,1,0,0,4,1,0,0,4,1,1
21001148,1610612757,2,0,0,0,0,2,2,0,0,5,1,0,1610612742,1,0,1,0,0,3,1,0,1,4,0,1
21001149,1610612737,2,0,1,0,0,1,1,0,1,6,0,0,1610612759,0,0,1,0,0,4,1,0,0,4,2,0
21001150,1610612739,0,0,1,0,0,2,1,0,1,5,1,0,1610612766,0,0,1,0,0,2,0,0,0,5,1,0
21001151,1610612751,0,0,0,0,0,3,1,0,1,6,1,0,1610612750,1,0,1,0,0,3,0,0,2,4,0,0
21001152,1610612753,1,0,1,0,0,2,1,0,1,4,1,0,1610612749,2,0,2,0,1,3,0,0,0,3,1,0
21001153,1610612764,0,0,0,0,1,1,1,0,0,5,1,0,1610612765,1,0,1,0,0,4,0,0,2,4,0,0
21001154,1610612738,3,0,3,0,0,2,1,0,0,2,1,0,1610612755,0,0,0,0,0,4,1,0,0,5,2,0
21001155,1610612752,0,0,0,0,0,2,1,0,0,7,1,1,1610612761,1,0,3,0,0,1,1,0,1,5,0,0
21001156,1610612741,1,0,1,0,1,2,1,0,0,5,0,1,1610612756,2,0,2,0,0,4,0,0,0,3,1,0
21001157,1610612763,0,0,1,0,0,4,2,0,0,4,1,0,1610612746,0,0,1,0,1,2,2,0,1,3,1,1
21001158,1610612745,0,0,1,0,0,4,1,0,0,4,1,1,1610612758,0,0,2,0,0,3,1,0,0,4,2,0
21001159,1610612743,2,0,1,0,0,2,1,0,1,4,1,0,1610612760,0,0,1,0,2,2,0,0,0,5,0,2
21001160,1610612757,2,0,0,0,0,2,2,0,0,5,1,0,1610612744,1,0,0,0,0,2,1,0,0,6,1,1
21001161,1610612747,0,0,0,0,1,4,2,0,0,4,0,1,1610612762,0,0,1,0,0,1,2,0,0,5,0,0
21001162,1610612766,0,0,1,0,0,2,0,0,0,5,1,0,1610612753,1,0,1,0,0,2,1,0,1,4,1,0
21001163,1610612754,0,0,1,0,0,4,1,0,0,4,1,1,1610612764,0,0,0,0,1,0,1,0,0,7,1,0
21001164,1610612748,0,0,0,0,0,4,1,0,0,6,0,1,1610612749,2,0,2,0,1,3,0,0,0,3,1,0
21001165,1610612755,0,0,0,0,0,4,1,0,0,5,2,0,1610612752,0,0,0,0,0,2,1,0,0,7,1,1
21001166,1610612761,0,0,2,0,0,1,1,0,2,5,0,0,1610612739,0,0,1,0,0,2,1,0,1,6,1,0
21001167,1610612765,1,0,1,0,0,5,0,0,2,3,0,0,1610612751,0,0,0,0,0,2,1,0,1,6,0,0
21001168,1610612750,1,0,2,0,0,3,0,0,2,4,0,0,1610612756,2,0,2,0,0,4,0,0,0,3,1,0
21001169,1610612740,0,0,1,0,1,4,0,0,0,5,1,0,1610612745,0,0,1,0,0,4,1,0,0,4,1,1
21001170,1610612760,0,0,1,0,2,2,0,0,0,5,0,2,1610612746,0,0,1,0,1,2,2,0,1,3,1,1
21001171,1610612759,0,0,1,0,0,4,1,0,0,4,2,0,1610612758,0,0,2,0,0,3,1,0,0,4,2,0
21001172,1610612742,1,0,0,0,0,3,1,0,0,5,0,1,1610612743,2,0,1,0,0,2,1,0,1,3,1,0
21001173,1610612744,1,0,0,0,0,2,1,0,0,6,1,1,1610612747,0,0,0,0,1,4,2,0,0,4,0,1
21001174,1610612741,1,0,1,0,1,2,1,0,0,5,0,1,1610612738,3,0,3,0,0,2,1,0,0,2,1,0
21001175,1610612762,0,0,1,0,0,1,2,0,0,5,1,0,1610612757,1,0,0,0,0,3,2,0,0,4,1,0
21001176,1610612754,0,0,1,0,0,4,1,0,0,4,1,1,1610612737,2,0,1,0,0,1,1,0,1,6,0,0
21001177,1610612751,0,0,0,0,0,2,1,0,1,6,0,0,1610612752,0,0,0,0,0,2,0,0,0,8,1,1
21001178,1610612755,0,0,0,0,0,4,1,0,0,5,2,0,1610612761,0,0,3,0,0,2,1,0,1,5,0,0
21001179,1610612738,3,0,2,0,0,2,1,0,0,3,1,0,1610612764,0,0,0,0,1,0,1,0,0,7,1,0
21001180,1610612739,0,0,1,0,0,2,1,0,1,6,1,0,1610612741,1,0,1,0,1,2,1,0,0,5,0,1
21001181,1610612765,1,0,1,0,0,5,0,0,1,3,0,0,1610612749,2,0,2,0,0,4,0,0,0,3,1,0
21001182,1610612748,0,0,0,0,0,4,1,0,0,5,0,2,1610612766,0,0,1,0,0,2,0,0,0,5,1,0
21001183,1610612763,0,0,1,0,1,4,1,0,0,4,1,0,1610612758,0,0,2,0,0,3,1,0,0,4,2,0
21001184,1610612740,0,0,1,0,1,3,0,0,1,5,1,0,1610612756,2,0,2,0,0,4,0,0,0,3,0,0
21001185,1610612760,0,0,2,0,2,2,0,0,0,4,0,2,1610612743,2,0,1,0,0,2,1,0,1,3,1,0
21001186,1610612742,1,0,0,0,1,3,1,0,0,5,0,1,1610612746,0,0,1,0,1,2,1,0,1,3,1,1
21001187,1610612757,1,0,0,0,0,3,2,0,0,5,1,0,1610612747,0,0,0,0,1,4,2,0,0,4,0,1
21001188,1610612764,0,0,0,0,1,0,1,0,0,7,1,0,1610612737,2,0,1,0,0,1,1,0,1,6,0,0
21001189,1610612745,0,0,1,0,0,4,0,0,0,4,0,1,1610612746,0,0,1,0,1,2,1,0,0,3,1,1
21001190,1610612749,2,0,2,0,0,4,0,0,0,3,1,0,1610612739,0,0,1,0,0,2,1,0,1,6,1,0
21001191,1610612759,0,0,1,0,0,4,1,0,0,4,2,0,1610612762,0,0,1,0,0,1,2,0,0,5,1,0
21001192,1610612743,1,0,1,0,0,2,1,0,1,3,1,0,1610612750,1,0,1,0,0,3,0,0,2,3,0,0
21001193,1610612753,1,0,1,0,0,2,0,0,1,3,1,0,1610612741,1,0,1,0,1,2,1,0,0,5,0,1
21001194,1610612748,0,0,0,0,0,4,1,0,0,5,0,2,1610612738,3,0,3,0,0,2,1,0,0,2,1,0
21001195,1610612766,0,0,1,0,0,2,0,0,0,5,1,0,1610612765,1,0,1,0,0,5,0,0,1,2,0,0
21001196,1610612761,0,0,3,0,0,1,1,0,1,5,0,0,1610612751,0,0,0,0,0,2,1,0,1,6,0,0
21001197,1610612763,0,0,1,0,0,4,2,0,0,4,1,0,1610612740,0,0,1,0,1,4,0,0,0,5,1,0
21001198,1610612754,0,0,1,0,0,4,1,0,0,4,1,1,1610612752,0,0,0,0,0,2,0,0,0,8,1,1
21001199,1610612742,1,0,0,0,1,3,1,0,1,4,0,1,1610612756,2,0,2,0,0,4,0,0,0,3,1,0
21001200,1610612744,1,0,0,0,0,2,1,0,0,6,1,1,1610612758,0,0,2,0,0,3,1,0,0,4,2,0
21001201,1610612747,0,0,0,0,1,4,2,0,0,4,0,1,1610612760,0,0,2,0,2,2,0,0,0,4,0,2
21001202,1610612737,2,0,1,0,0,1,2,0,1,5,0,0,1610612748,0,0,0,0,0,4,1,0,0,5,0,2
21001203,1610612751,0,0,0,0,0,2,1,0,1,5,0,0,1610612766,0,0,1,0,0,2,0,0,0,5,1,0
21001204,1610612755,0,0,0,0,0,4,1,0,0,6,1,0,1610612753,1,0,1,0,0,2,1,0,0,3,1,0
21001205,1610612764,0,0,0,0,1,0,1,0,0,8,1,0,1610612738,3,0,3,0,0,2,0,0,0,4,0,0
21001206,1610612765,1,0,1,0,0,4,0,0,1,3,0,0,1610612739,0,0,1,0,0,1,1,0,1,6,1,0
21001207,1610612749,2,0,2,0,0,4,0,0,0,3,1,0,1610612761,0,0,1,0,0,0,1,0,1,5,0,0
21001208,1610612740,0,0,1,0,1,4,0,0,0,5,1,0,1610612762,0,0,1,0,0,1,2,0,0,4,1,0
21001209,1610612745,0,0,1,0,0,4,0,0,0,4,0,1,1610612742,1,0,0,0,1,3,1,0,1,4,0,1
21001210,1610612743,0,0,1,0,1,2,1,0,1,3,1,0,1610612744,1,0,0,0,0,2,1,0,0,6,1,0
21001211,1610612756,1,0,2,0,0,4,0,0,0,3,1,0,1610612750,1,0,1,0,0,3,0,0,2,3,0,0
21001212,1610612758,0,0,2,0,0,3,1,0,0,4,1,0,1610612760,0,0,2,0,2,2,0,0,0,4,0,2
21001213,1610612752,0,0,0,0,0,2,0,0,0,8,1,1,1610612741,1,0,1,0,1,2,1,0,0,5,0,1
21001214,1610612757,1,0,0,0,0,3,2,0,0,5,1,0,1610612763,0,0,1,0,0,4,2,0,0,4,1,0
21001215,1610612747,0,0,0,0,1,3,2,0,0,3,0,1,1610612759,0,0,1,0,0,4,0,0,0,6,1,0
21001216,1610612738,2,0,2,0,0,1,0,0,0,4,1,0,1610612752,0,0,0,0,0,2,1,0,0,9,0,0
21001217,1610612766,0,0,1,0,0,2,0,0,0,5,1,0,1610612737,2,0,1,0,0,1,2,0,1,5,0,0
21001218,1610612739,0,0,1,0,0,2,1,0,1,5,0,0,1610612764,0,0,0,0,1,0,1,0,0,8,1,0
21001219,1610612753,1,0,1,0,0,2,1,0,1,4,1,0,1610612754,0,0,0,0,0,5,1,0,0,5,1,0
21001220,1610612755,0,0,0,0,0,3,1,0,0,7,1,0,1610612765,1,0,1,0,0,3,0,0,1,3,0,0
21001221,1610612761,0,0,1,0,0,0,1,0,1,5,0,0,1610612748,0,0,0,0,0,3,1,0,0,7,0,1
21001222,1610612741,1,0,1,0,1,1,1,0,0,6,0,1,1610612751,0,0,0,0,0,2,1,0,1,5,0,0
21001223,1610612742,1,0,1,0,1,2,1,0,1,4,0,1,1610612740,0,0,1,0,1,4,0,0,0,5,1,0
21001224,1610612750,1,0,1,0,0,3,0,0,1,3,0,0,1610612745,0,0,1,0,0,4,0,0,0,4,0,1
21001225,1610612760,0,0,1,0,2,2,0,0,0,5,0,2,1610612749,2,0,2,0,0,4,0,0,0,3,1,0
21001226,1610612762,0,0,1,0,0,0,2,0,0,4,1,0,1610612743,1,0,0,0,1,2,0,0,1,3,0,0
21001227,1610612744,1,0,0,0,0,2,1,0,0,6,1,0,1610612757,1,0,0,0,0,2,2,0,0,6,1,0
21001228,1610612746,0,0,1,0,1,2,1,0,1,4,1,1,1610612763,0,0,1,0,0,4,2,0,0,4,1,0
21001229,1610612756,2,0,2,0,0,3,0,0,1,3,1,0,1610612759,0,0,1,0,0,4,1,0,0,4,2,0
21001230,1610612758,0,0,2,0,0,3,1,0,0,4,2,0,1610612747,0,0,0,0,0,3,2,0,0,5,0,1
21100001,1610612752,1,0,0,0,1,3,1,0,0,6,0,1,1610612738,1,0,2,0,0,1,1,0,0,7,1,0
21100002,1610612742,2,0,0,0,0,1,2,0,1,6,0,1,1610612748,0,0,1,0,0,4,1,0,0,5,0,2
21100003,1610612747,0,0,0,0,0,6,1,0,0,4,0,1,1610612741,1,0,1,0,1,3,1,0,0,5,0,1
21100004,1610612760,1,0,2,0,2,1,0,0,0,5,0,2,1610612753,1,0,1,0,0,3,1,0,0,6,1,0
21100005,1610612744,1,0,2,0,0,2,1,0,0,5,1,1,1610612746,1,0,0,0,1,2,1,0,0,3,3,0
21100006,1610612764,1,0,1,0,1,1,1,0,0,7,1,0,1610612751,0,0,0,0,1,2,0,0,1,8,1,0
21100007,1610612766,1,0,0,0,0,3,0,0,0,7,1,0,1610612749,1,0,1,0,1,3,0,0,0,4,2,0
21100008,1610612753,1,0,1,0,0,3,1,0,0,6,1,0,1610612745,0,0,1,0,0,3,1,0,1,5,1,1
21100009,1610612739,1,0,3,0,0,3,0,0,2,4,0,0,1610612761,1,0,2,0,0,1,1,0,2,6,0,0
21100010,1610612754,0,0,0,0,0,3,2,0,0,4,1,1,1610612765,1,0,1,0,0,3,0,0,2,5,0,0
21100011,1610612750,1,0,2,0,0,5,1,0,1,3,0,0,1610612760,1,0,2,0,2,1,0,0,0,5,0,2
21100012,1610612742,2,0,0,0,0,1,2,0,1,6,0,1,1610612743,1,0,0,0,1,4,1,0,1,4,1,0
21100013,1610612759,0,0,1,0,0,2,1,0,0,6,2,0,1610612763,0,0,0,0,0,3,2,0,0,6,1,1
21100014,1610612756,1,0,2,0,0,5,0,0,0,4,1,0,1610612740,0,0,1,0,1,3,1,0,0,5,0,1
21100015,1610612758,1,0,2,0,0,4,2,0,0,3,1,0,1610612747,0,0,0,0,0,5,1,0,0,5,0,1
21100016,1610612757,2,0,1,0,0,2,2,0,0,5,1,0,1610612755,1,0,0,0,0,3,1,0,0,6,2,0
21100017,1610612744,1,0,2,0,0,1,1,0,0,6,1,1,1610612741,1,0,1,0,1,3,1,0,0,5,0,1
21100018,1610612751,0,0,0,0,1,3,0,0,1,7,1,0,1610612737,1,0,1,0,0,3,2,0,0,6,0,0
21100019,1610612748,0,0,1,0,0,3,1,0,1,5,0,2,1610612738,1,0,2,0,0,1,1,0,0,7,1,0
21100020,1610612749,1,0,0,0,1,4,0,0,0,3,2,0,1610612750,1,0,1,0,0,4,1,0,2,2,0,0
21100021,1610612757,2,0,1,0,0,2,2,0,0,5,1,0,1610612758,1,0,2,0,0,5,2,0,0,2,1,0
21100022,1610612747,0,0,0,0,0,5,1,0,0,5,0,1,1610612762,0,0,2,0,0,3,2,0,0,5,1,0
21100023,1610612761,1,0,2,0,0,1,1,0,2,5,0,0,1610612754,0,0,1,0,0,2,2,0,0,4,1,1
21100024,1610612766,1,0,0,0,0,3,0,0,0,7,1,0,1610612748,0,0,1,0,0,3,1,0,1,5,0,2
21100025,1610612737,1,0,1,0,0,3,2,0,0,6,0,0,1610612764,1,0,1,0,1,2,1,0,0,6,1,0
21100026,1610612765,1,0,1,0,0,3,0,0,3,4,0,0,1610612739,1,0,1,0,1,3,0,0,2,5,0,0
21100027,1610612763,0,0,0,0,0,3,2,0,1,5,1,1,1610612760,1,0,2,0,2,1,0,0,0,5,0,2
21100028,1610612740,0,0,1,0,1,4,1,0,0,5,0,0,1610612738,1,0,2,0,0,1,1,0,0,6,1,0
21100029,1610612759,0,0,1,0,0,2,1,0,0,6,2,0,1610612746,1,0,0,0,1,2,1,0,0,3,3,0
21100030,1610612743,1,0,0,0,1,4,1,0,1,4,1,0,1610612762,0,0,2,0,0,4,2,0,0,4,1,0
21100031,1610612756,1,0,2,0,0,5,0,0,0,4,1,0,1610612755,1,0,1,0,0,3,1,0,0,5,2,0
21100032,1610612744,1,0,2,0,0,1,1,0,0,7,0,1,1610612752,0,0,0,0,1,4,1,0,0,5,0,1
21100033,1610612753,1,0,1,0,0,3,1,0,0,6,1,0,1610612751,0,0,0,0,1,3,0,0,1,7,1,0
21100034,1610612745,0,0,1,0,0,3,1,0,1,5,1,1,1610612759,0,0,1,0,0,2,1,0,0,6,2,0
21100035,1610612760,1,0,2,0,2,1,0,0,0,5,0,2,1610612742,2,0,0,0,0,1,2,0,1,6,0,1
21100036,1610612758,1,0,2,0,0,4,2,0,0,3,1,0,1610612741,1,0,1,0,1,3,1,0,0,5,0,1
21100037,1610612757,2,0,0,0,0,1,2,0,0,7,1,0,1610612743,1,0,0,0,1,4,1,0,1,4,1,0
21100038,1610612747,0,0,0,0,0,5,1,0,0,5,0,1,1610612752,0,0,0,0,1,3,1,0,0,6,0,1
21100039,1610612766,0,0,0,0,0,3,0,0,1,7,1,0,1610612753,1,0,0,0,0,4,1,0,0,7,0,0
21100040,1610612754,0,0,1,0,0,2,2,0,0,4,1,1,1610612739,1,0,2,0,0,3,0,0,1,5,1,0
21100041,1610612738,2,0,2,0,0,1,1,0,0,6,1,0,1610612765,2,0,1,0,0,3,0,0,0,5,1,0
21100042,1610612737,1,0,1,0,0,3,2,0,0,6,0,0,1610612751,0,0,0,0,1,3,0,0,1,7,1,0
21100043,1610612763,0,0,0,0,0,3,2,0,1,4,0,1,1610612745,0,0,1,0,0,3,1,0,1,5,1,1
21100044,1610612740,0,0,1,0,1,4,1,0,0,5,0,0,1610612756,1,0,2,0,0,5,0,0,0,4,1,0
21100045,1610612750,1,0,1,0,0,3,1,0,1,2,1,0,1610612748,0,0,1,0,0,3,1,0,1,5,0,2
21100046,1610612749,1,0,1,0,1,4,0,0,0,3,2,0,1610612764,1,0,1,0,1,1,1,0,0,6,1,0
21100047,1610612742,2,0,0,0,0,1,2,0,1,6,0,1,1610612761,2,0,2,0,0,1,0,0,2,6,0,0
21100048,1610612762,0,0,2,0,0,3,1,0,0,5,1,0,1610612755,1,0,1,0,0,3,1,0,0,5,2,0
21100049,1610612746,1,0,0,0,1,2,1,0,0,3,2,0,1610612741,1,0,1,0,1,3,1,0,0,5,0,1
21100050,1610612747,0,0,0,0,1,5,1,0,0,5,0,1,1610612743,1,0,0,0,1,4,1,0,1,4,1,0
21100051,1610612765,1,0,1,0,0,5,0,0,0,5,1,0,1610612754,0,0,1,0,0,2,2,0,0,4,1,1
21100052,1610612745,0,0,1,0,0,3,1,0,1,5,1,1,1610612737,1,0,0,0,0,3,2,0,0,7,0,0
21100053,1610612760,1,0,2,0,2,1,0,0,0,5,0,2,1610612756,1,0,1,0,1,5,0,0,0,4,1,0
21100054,1610612758,1,0,2,0,0,4,2,0,0,3,1,0,1610612752,0,0,0,0,1,3,0,0,0,6,0,1
21100055,1610612759,0,0,1,0,0,2,1,0,0,6,2,0,1610612762,0,0,2,0,0,3,2,0,0,5,1,0
21100056,1610612744,1,0,2,0,0,1,1,0,0,7,1,0,1610612755,1,0,1,0,0,3,1,0,0,5,2,0
21100057,1610612764,1,0,1,0,1,1,1,0,0,7,1,0,1610612738,2,0,2,0,0,1,1,0,0,6,1,0
21100058,1610612753,1,0,0,0,0,4,1,0,0,6,1,0,1610612761,2,0,2,0,0,1,0,0,1,6,0,0
21100059,1610612748,0,0,1,0,0,3,1,0,1,5,0,2,1610612766,0,0,0,0,0,3,0,0,1,7,1,0
21100060,1610612739,1,0,1,0,1,3,0,0,1,5,1,0,1610612751,0,0,0,0,1,3,0,0,1,7,1,0
21100061,1610612750,1,0,2,0,0,4,1,0,1,2,1,0,1610612742,2,0,1,0,0,1,2,0,1,5,0,1
21100062,1610612741,1,0,1,0,1,2,1,0,0,5,0,1,1610612763,0,0,0,0,1,3,1,0,1,4,0,1
21100063,1610612743,1,0,0,0,1,4,1,0,1,4,1,0,1610612747,0,0,0,0,1,5,1,0,0,5,0,1
21100064,1610612758,1,0,2,0,0,4,1,0,0,4,1,0,1610612740,0,0,1,0,1,4,1,0,0,5,0,0
21100065,1610612746,1,0,0,0,1,2,1,0,0,3,2,0,1610612757,2,0,0,0,0,1,2,0,0,7,1,0
21100066,1610612756,1,0,2,0,0,5,0,0,0,4,1,0,1610612744,1,0,2,0,0,1,0,0,0,7,1,1
21100067,1610612738,2,0,1,0,0,1,1,0,0,7,1,0,1610612764,1,0,0,0,1,1,1,0,0,8,1,0
21100068,1610612751,0,0,0,0,0,3,0,0,1,8,1,0,1610612754,0,0,1,0,0,2,2,0,0,5,1,1
21100069,1610612752,0,0,0,0,1,3,0,0,0,6,0,1,1610612761,2,0,2,0,0,1,0,0,0,6,1,0
21100070,1610612748,0,0,1,0,0,3,1,0,1,4,0,2,1610612737,1,0,0,0,0,3,2,0,0,7,0,0
21100071,1610612765,1,0,1,0,0,4,0,0,1,5,1,0,1610612753,1,0,0,0,0,4,1,0,0,6,1,0
21100072,1610612750,1,0,2,0,0,3,1,0,2,2,0,0,1610612759,0,0,1,0,0,3,1,0,0,5,2,0
21100073,1610612742,2,0,1,0,0,1,2,0,1,5,0,1,1610612760,1,0,2,0,2,1,0,0,0,5,0,2
21100074,1610612743,1,0,1,0,0,4,0,0,1,5,1,0,1610612749,1,0,2,0,1,3,0,0,0,3,2,0
21100075,1610612762,0,0,2,0,0,3,2,0,0,5,1,0,1610612740,0,0,1,0,1,4,1,0,0,5,0,0
21100076,1610612739,1,0,1,0,1,3,0,0,1,5,1,0,1610612766,0,0,0,0,1,4,0,0,0,6,1,0
21100077,1610612741,1,0,1,0,1,3,1,0,0,4,0,1,1610612737,1,0,0,0,0,3,2,0,0,7,0,0
21100078,1610612763,0,0,0,0,0,3,1,0,1,4,1,1,1610612758,1,0,2,0,0,4,2,0,0,2,1,0
21100079,1610612760,1,0,2,0,2,0,0,0,0,6,0,2,1610612757,2,0,0,0,0,1,2,0,0,7,1,0
21100080,1610612762,0,0,2,0,0,3,2,0,0,5,1,0,1610612749,1,0,2,0,0,3,0,0,0,3,1,0
21100081,1610612747,0,0,0,0,1,4,1,0,0,6,0,1,1610612745,0,0,1,0,0,3,1,0,1,5,1,1
21100082,1610612761,2,0,2,0,0,1,0,0,0,5,1,0,1610612739,1,0,1,0,1,3,0,0,1,4,1,0
21100083,1610612753,1,0,0,0,0,4,1,0,0,6,1,0,1610612764,1,0,0,0,1,1,1,0,0,8,1,0
21100084,1610612738,1,0,2,0,0,1,1,0,0,7,1,0,1610612751,0,0,0,0,0,3,0,0,1,8,0,0
21100085,1610612752,1,0,0,0,1,2,1,0,0,7,0,1,1610612766,0,0,0,0,0,4,0,0,0,7,1,0
21100086,1610612748,0,0,1,0,0,3,1,0,1,4,0,1,1610612754,0,0,1,0,0,2,2,0,0,6,1,1
21100087,1610612765,1,0,1,0,0,3,0,0,1,7,0,0,1610612741,1,0,1,0,1,3,1,0,0,4,0,1
21100088,1610612740,0,0,1,0,1,3,1,0,0,5,0,1,1610612755,1,0,1,0,0,3,1,0,0,4,2,0
21100089,1610612750,1,0,2,0,0,3,1,0,1,2,1,0,1610612763,0,0,0,0,0,3,1,0,1,4,1,1
21100090,1610612742,2,0,1,0,0,1,2,0,1,5,0,1,1610612756,1,0,2,0,0,5,0,0,0,3,1,0
21100091,1610612759,0,0,1,0,0,4,1,0,0,5,1,0,1610612744,1,0,2,0,0,1,1,0,0,6,1,1
21100092,1610612743,1,0,1,0,0,4,0,0,1,4,1,0,1610612758,1,0,2,0,0,4,2,0,0,2,1,0
21100093,1610612746,1,0,0,0,1,2,1,0,0,4,3,0,1610612745,0,0,1,0,0,2,1,0,1,6,1,1
21100094,1610612737,1,0,0,0,0,3,2,0,0,7,0,0,1610612748,0,0,1,0,0,3,1,0,1,4,0,0
21100095,1610612759,0,0,1,0,0,3,1,0,0,6,1,0,1610612742,1,0,1,0,0,2,2,0,1,5,0,1
21100096,1610612758,1,0,2,0,0,4,2,0,0,1,1,0,1610612749,1,0,1,0,0,3,0,0,0,4,2,0
21100097,1610612757,2,0,0,0,0,1,2,0,0,6,1,0,1610612747,0,0,0,0,1,4,1,0,0,6,0,1
21100098,1610612761,2,0,2,0,0,1,0,0,0,5,1,0,1610612751,0,0,0,0,1,2,0,0,1,7,1,0
21100099,1610612755,1,0,2,0,0,2,1,0,0,5,2,0,1610612765,1,0,1,0,0,2,0,0,1,7,0,0
21100100,1610612764,1,0,0,0,1,1,1,0,0,8,1,0,1610612752,0,0,0,0,1,2,1,0,1,7,0,1
21100101,1610612766,0,0,1,0,0,3,0,0,0,7,1,0,1610612737,1,0,0,0,0,2,2,0,0,8,0,0
21100102,1610612738,2,0,2,0,0,1,1,0,0,6,1,0,1610612754,0,0,1,0,0,2,2,0,0,6,1,1
21100103,1610612753,1,0,0,0,0,4,1,0,0,6,1,0,1610612741,1,0,1,0,1,3,1,0,0,5,0,1
21100104,1610612740,0,0,1,0,1,3,1,0,0,5,0,0,1610612743,1,0,1,0,0,4,1,0,1,4,1,0
21100105,1610612760,1,0,3,0,1,1,0,0,0,5,0,2,1610612745,0,0,1,0,0,2,1,0,1,6,0,1
21100106,1610612750,1,0,2,0,0,3,1,0,2,2,0,0,1610612739,1,0,2,0,0,3,0,0,1,5,1,0
21100107,1610612762,0,0,2,0,0,3,2,0,0,5,1,0,1610612763,0,0,0,0,0,3,1,0,0,6,1,1
21100108,1610612756,1,0,2,0,0,5,0,0,0,3,1,0,1610612757,2,0,0,0,0,1,2,0,0,6,1,0
