game_id,team_id_h,cluster_0h,cluster_1h,cluster_2h,cluster_3h,cluster_4h,cluster_5h,cluster_6h,cluster_7h,cluster_8h,cluster_9h,cluster_10h,cluster_11h,team_id_a,cluster_0a,cluster_1a,cluster_2a,cluster_3a,cluster_4a,cluster_5a,cluster_6a,cluster_7a,cluster_8a,cluster_9a,cluster_10a,cluster_11a
20400839,1610612743,0,0,0,0,1,0,1,0,1,9,1,1,1610612737,0,0,2,0,0,2,2,0,1,7,0,0
20400840,1610612757,0,0,1,0,1,0,3,0,1,5,1,0,1610612765,1,0,1,0,1,0,1,0,1,5,2,0
20400841,1610612755,0,0,1,0,1,3,1,0,0,5,0,1,1610612751,0,0,2,0,0,1,0,0,0,7,1,1
20400842,1610612764,0,0,2,0,1,0,1,0,0,4,0,2,1610612745,1,0,1,0,0,0,1,0,1,7,0,1
20400843,1610612753,1,0,2,0,1,0,1,0,1,5,0,1,1610612758,2,0,2,0,0,0,1,0,0,5,1,0
20400844,1610612739,0,0,0,0,0,1,2,0,1,4,1,1,1610612760,1,0,3,0,0,1,0,0,2,4,0,1
20400845,1610612738,1,0,2,0,0,2,1,0,0,3,0,1,1610612747,2,0,1,0,0,0,1,0,0,7,0,1
20400846,1610612750,2,0,0,0,0,2,1,0,0,5,0,0,1610612744,1,0,0,0,0,1,1,0,1,6,1,1
20400847,1610612759,0,0,1,0,1,3,1,0,0,3,2,0,1610612761,1,0,0,0,0,3,1,0,0,5,1,0
20400848,1610612740,0,0,1,0,0,3,1,0,1,5,0,0,1610612766,0,0,1,0,0,2,1,0,2,6,0,0
20400849,1610612762,0,0,2,0,0,3,2,0,0,5,0,0,1610612737,0,0,3,0,0,2,1,0,0,3,0,0
20400850,1610612746,1,0,2,0,0,0,1,0,0,6,0,1,1610612742,2,0,0,0,0,3,0,0,1,4,1,1
20400851,1610612751,0,0,2,0,0,1,0,0,0,7,1,1,1610612748,1,0,2,0,0,1,1,0,0,6,0,1
20400852,1610612743,0,0,0,0,1,0,0,0,1,7,1,1,1610612754,1,0,2,0,0,3,1,0,0,4,0,0
20400853,1610612756,3,0,0,0,0,1,2,0,0,5,1,0,1610612765,1,0,1,0,1,0,1,0,1,5,2,0
20400854,1610612755,0,0,1,0,1,3,1,0,0,5,0,1,1610612739,0,0,0,0,0,2,2,0,1,5,1,1
20400855,1610612764,1,0,1,0,1,0,0,0,0,4,0,2,1610612744,1,0,0,0,0,0,1,0,1,5,1,1
20400856,1610612753,1,0,2,0,1,0,1,0,0,5,0,1,1610612752,1,0,4,0,0,2,0,0,0,4,1,0
20400857,1610612738,1,0,2,0,0,2,1,0,0,3,1,1,1610612766,0,0,1,0,0,2,1,0,2,5,0,0
20400858,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612758,2,0,2,0,0,0,1,0,0,5,1,0
20400859,1610612763,0,0,1,0,0,4,0,0,2,4,0,0,1610612761,1,0,0,0,0,3,1,0,0,6,1,0
20400860,1610612740,0,0,1,0,0,3,1,0,1,4,0,0,1610612762,0,0,2,0,0,3,1,0,0,6,0,0
20400861,1610612750,2,0,0,0,0,2,1,0,0,5,0,0,1610612749,0,0,2,0,0,1,1,0,1,6,0,1
20400862,1610612759,0,0,1,0,1,3,1,0,0,3,2,0,1610612741,1,0,1,0,1,1,1,0,1,5,1,0
20400863,1610612757,0,0,0,0,1,0,2,0,0,6,1,0,1610612754,1,0,2,0,0,3,0,0,0,5,0,0
20400864,1610612747,2,0,1,0,0,0,1,0,0,7,0,1,1610612742,1,0,0,0,0,3,0,0,1,4,1,1
20400865,1610612760,1,0,3,0,0,1,0,0,2,3,0,1,1610612765,1,0,1,0,1,0,1,0,1,4,2,0
20400866,1610612746,1,0,1,0,0,0,1,0,0,7,0,1,1610612743,0,0,0,0,1,0,0,0,1,7,1,1
20400867,1610612766,0,0,2,0,0,1,1,0,1,6,0,0,1610612764,1,0,1,0,1,1,0,0,0,4,0,2
20400868,1610612737,0,0,3,0,0,2,1,0,1,5,0,0,1610612755,0,0,1,0,1,3,1,0,0,7,0,1
20400869,1610612751,0,0,2,0,0,1,0,0,0,7,1,1,1610612753,1,0,2,0,1,0,1,0,1,5,0,1
20400870,1610612749,0,0,2,0,0,1,1,0,1,6,0,1,1610612741,1,0,1,0,1,1,1,0,1,5,1,0
20400871,1610612756,2,0,0,0,0,1,2,0,0,5,1,0,1610612757,0,0,0,0,1,0,2,0,1,6,1,0
20400872,1610612745,1,0,1,0,0,0,1,0,1,7,0,1,1610612742,1,0,0,0,0,3,0,0,1,4,1,0
20400873,1610612758,1,0,2,0,0,0,1,0,0,5,1,0,1610612765,1,0,1,0,1,0,1,0,1,4,2,0
20400874,1610612738,1,0,2,0,0,3,1,0,0,3,1,1,1610612750,2,0,0,0,0,2,1,0,0,5,0,0
20400875,1610612740,0,0,1,0,0,3,1,0,1,4,0,0,1610612761,1,0,0,0,0,3,1,0,0,6,1,0
20400876,1610612759,0,0,1,0,1,3,1,0,0,3,2,0,1610612762,0,0,1,0,0,3,1,0,0,6,0,0
20400877,1610612752,1,0,4,0,0,2,0,0,0,4,1,0,1610612744,1,0,0,0,0,1,1,0,1,6,1,1
20400878,1610612739,0,0,0,0,0,2,2,0,1,4,1,1,1610612748,1,0,2,0,0,1,1,0,0,6,0,1
20400879,1610612760,1,0,3,0,0,1,0,0,2,4,0,1,1610612756,3,0,0,0,0,1,2,0,0,5,1,0
20400880,1610612747,2,0,1,0,0,0,1,0,0,7,0,1,1610612754,1,0,2,0,0,3,0,0,0,5,0,0
20400881,1610612748,1,0,2,0,0,2,1,0,0,5,0,1,1610612755,0,0,1,0,1,4,1,0,0,4,0,1
20400882,1610612741,1,0,1,0,1,1,1,0,1,5,1,0,1610612749,0,0,2,0,0,1,1,0,1,6,0,1
20400883,1610612742,0,0,0,0,0,2,0,0,2,4,1,0,1610612761,1,0,0,0,0,3,1,0,0,6,1,0
20400884,1610612743,0,0,0,0,0,0,1,0,1,7,1,1,1610612757,0,0,0,0,1,0,2,0,0,6,1,0
20400885,1610612746,1,0,1,0,0,0,1,0,0,7,0,1,1610612763,0,0,1,0,0,4,0,0,2,4,0,0
20400886,1610612755,0,0,1,0,1,3,1,0,0,5,0,1,1610612744,1,0,0,0,0,1,1,0,1,6,1,1
20400887,1610612739,0,0,0,0,0,2,2,0,1,5,1,1,1610612753,1,0,2,0,1,0,0,0,0,6,0,1
20400888,1610612752,1,0,4,0,0,2,0,0,0,4,1,0,1610612764,0,0,1,0,1,2,0,0,0,3,0,2
20400889,1610612749,0,0,2,0,0,1,1,0,1,6,0,1,1610612737,0,0,2,0,0,2,1,0,1,6,0,0
20400890,1610612750,2,0,0,0,0,3,1,0,0,4,0,0,1610612766,0,0,2,0,0,1,1,0,1,6,0,0
20400891,1610612759,0,0,1,0,1,3,1,0,0,3,2,0,1610612751,0,0,2,0,0,0,0,0,0,7,1,1
20400892,1610612762,0,0,1,0,0,3,1,0,0,6,0,0,1610612754,0,0,2,0,0,3,0,0,0,5,0,1
20400893,1610612758,1,0,2,0,0,0,0,0,0,5,1,0,1610612763,0,0,1,0,0,4,0,0,2,4,0,0
20400894,1610612760,1,0,3,0,0,1,0,0,2,4,0,1,1610612745,1,0,1,0,0,0,1,0,1,7,0,1
20400895,1610612747,2,0,1,0,0,0,1,0,0,7,0,1,1610612746,1,0,1,0,0,0,1,0,0,7,0,1
20400896,1610612738,1,0,2,0,0,3,1,0,0,3,1,1,1610612737,0,0,2,0,0,2,1,0,1,6,0,0
20400897,1610612761,1,0,0,0,0,3,1,0,0,6,1,0,1610612753,1,0,2,0,1,0,0,0,0,6,0,1
20400898,1610612765,1,0,1,0,1,0,1,0,1,5,2,0,1610612744,1,0,0,0,0,1,1,0,1,6,1,1
20400899,1610612740,0,0,1,0,0,3,1,0,1,5,0,0,1610612751,0,0,2,0,0,1,0,0,0,6,1,1
20400900,1610612756,3,0,0,0,0,1,2,0,0,5,1,0,1610612759,0,0,1,0,1,3,0,0,0,4,1,0
20400901,1610612757,0,0,0,0,1,0,2,0,0,6,1,0,1610612741,1,0,1,0,1,1,1,0,1,5,1,0
20400902,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612750,2,0,0,0,0,3,1,0,0,4,0,0
20400903,1610612742,1,0,0,0,0,2,0,0,1,5,1,1,1610612747,2,0,1,0,0,0,1,0,0,7,0,1
20400904,1610612761,1,0,0,0,0,3,1,0,0,6,1,0,1610612737,0,0,2,0,0,2,1,0,1,6,0,0
20400905,1610612755,0,0,1,0,1,4,1,0,0,4,0,1,1610612766,0,0,1,0,0,1,1,0,1,7,0,0
20400906,1610612753,1,0,2,0,1,0,0,0,0,6,0,1,1610612750,2,0,0,0,0,3,1,0,1,5,0,0
20400907,1610612754,0,0,2,0,0,3,0,0,1,5,0,1,1610612744,1,0,0,0,0,1,1,0,1,6,1,1
20400908,1610612738,1,0,2,0,0,3,1,0,0,3,1,1,1610612765,1,0,1,0,1,0,1,0,1,5,2,0
20400909,1610612749,0,0,2,0,0,1,1,0,1,6,0,1,1610612742,2,0,0,0,0,2,0,0,1,5,1,1
20400910,1610612762,0,0,1,0,0,2,1,0,0,7,0,0,1610612763,0,0,1,0,0,4,0,0,2,4,0,0
20400911,1610612756,3,0,0,0,0,1,1,0,0,5,1,0,1610612745,1,0,1,0,0,0,1,0,2,6,0,1
20400912,1610612758,2,0,2,0,0,0,1,0,0,5,1,0,1610612746,1,0,1,0,0,0,1,0,0,7,0,1
20400913,1610612760,1,0,2,0,0,1,0,0,2,4,0,1,1610612741,1,0,1,0,1,1,1,0,1,5,1,0
20400914,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612751,0,0,2,0,0,1,0,0,0,6,1,1
20400915,1610612766,0,0,1,0,0,1,1,0,2,7,0,0,1610612747,2,0,1,0,0,0,1,0,0,7,0,1
20400916,1610612737,0,0,2,0,0,2,1,0,1,6,0,0,1610612744,1,0,0,0,0,1,1,0,1,6,1,1
20400917,1610612740,0,0,1,0,0,2,1,0,2,4,0,0,1610612749,0,0,2,0,0,1,1,0,1,6,0,1
20400918,1610612759,0,0,1,0,1,4,0,0,0,3,1,0,1610612743,0,0,0,0,1,0,1,0,1,7,1,1
20400919,1610612757,0,0,0,0,1,0,2,0,0,7,0,0,1610612763,0,0,1,0,0,4,0,0,2,4,0,0
20400920,1610612750,2,0,0,0,0,3,1,0,0,5,0,0,1610612742,1,0,0,0,0,2,0,0,1,6,1,1
20400921,1610612746,1,0,1,0,0,0,1,0,1,7,0,1,1610612741,1,0,1,0,1,1,1,0,1,5,1,0
20400922,1610612758,2,0,2,0,0,0,1,0,0,6,1,0,1610612745,1,0,1,0,0,0,1,0,2,6,0,1
20400923,1610612738,1,0,2,0,0,3,1,0,0,3,1,1,1610612764,1,0,2,0,1,1,0,0,0,3,0,2
20400924,1610612761,1,0,0,0,0,3,1,0,0,6,1,0,1610612755,0,0,1,0,1,3,1,0,0,5,0,1
20400925,1610612752,1,0,4,0,0,2,0,0,0,4,1,0,1610612760,1,0,3,0,0,1,0,0,2,4,0,1
20400926,1610612753,1,0,2,0,1,0,1,0,0,6,0,1,1610612751,0,0,2,0,0,1,0,0,0,8,1,1
20400927,1610612765,1,0,1,0,1,0,1,0,1,5,2,0,1610612762,0,0,1,0,0,3,1,0,0,7,0,0
20400928,1610612739,0,0,0,0,0,2,2,0,1,5,1,1,1610612754,0,0,1,0,0,3,0,0,0,6,0,1
20400929,1610612743,0,0,0,0,0,0,1,0,1,7,1,1,1610612756,3,0,0,0,0,1,2,0,0,5,1,0
20400930,1610612764,1,0,2,0,1,1,0,0,0,3,0,2,1610612747,2,0,1,0,0,0,1,0,0,7,0,1
20400931,1610612766,0,0,1,0,0,1,1,0,2,7,0,0,1610612738,1,0,2,0,0,3,1,0,0,3,1,1
20400932,1610612737,0,0,2,0,0,1,1,0,1,6,0,0,1610612765,1,0,1,0,1,0,1,0,1,5,2,0
20400933,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612749,0,0,2,0,0,1,1,0,1,6,0,1
20400934,1610612763,0,0,1,0,0,4,0,0,1,4,0,0,1610612757,0,0,0,0,1,0,1,0,0,7,1,0
20400935,1610612759,0,0,1,0,1,4,1,0,0,3,0,0,1610612740,0,0,0,0,0,2,1,0,2,4,0,0
20400936,1610612744,0,0,0,0,0,1,1,0,1,5,1,1,1610612745,1,0,1,0,0,1,1,0,2,5,0,1
20400937,1610612755,0,0,1,0,1,3,1,0,0,5,0,1,1610612747,2,0,1,0,0,0,1,0,0,7,0,1
20400938,1610612739,0,0,0,0,0,2,2,0,1,5,1,1,1610612762,0,0,1,0,0,3,1,0,0,7,0,0
20400939,1610612752,1,0,4,0,0,2,0,0,0,4,1,0,1610612748,1,0,2,0,0,1,1,0,0,6,0,1
20400940,1610612741,1,0,1,0,1,1,1,0,1,5,1,0,1610612760,1,0,3,0,0,1,0,0,2,4,0,1
20400941,1610612742,1,0,0,0,0,2,0,0,1,6,1,1,1610612750,2,0,0,0,0,4,1,0,1,4,0,0
20400942,1610612758,2,0,2,0,0,0,2,0,0,6,1,0,1610612753,1,0,2,0,1,0,1,0,0,6,0,1
20400943,1610612738,1,0,2,0,0,3,0,0,0,3,1,2,1610612761,1,0,0,0,0,3,1,0,0,6,1,0
20400944,1610612754,0,0,1,0,0,3,0,0,0,6,0,1,1610612762,0,0,1,0,0,3,1,0,0,7,0,0
20400945,1610612751,0,0,2,0,0,1,0,0,0,7,1,1,1610612741,1,0,1,0,1,1,0,0,1,6,1,0
20400946,1610612737,0,0,2,0,0,2,1,0,1,6,0,0,1610612764,0,0,2,0,1,2,0,0,0,3,0,2
20400947,1610612765,1,0,1,0,1,0,1,0,1,5,2,0,1610612760,1,0,2,0,0,1,0,0,2,4,0,1
20400948,1610612749,0,0,2,0,0,1,1,0,1,6,0,1,1610612739,0,0,0,0,0,2,2,0,1,5,1,1
20400949,1610612740,0,0,0,0,0,2,2,0,2,4,0,0,1610612763,0,0,1,0,0,4,0,0,1,4,0,0
20400950,1610612745,1,0,0,0,0,1,1,0,2,5,0,1,1610612757,0,0,0,0,1,0,1,0,1,7,1,0
20400951,1610612759,0,0,1,0,1,4,1,0,0,3,1,0,1610612750,2,0,0,0,0,4,1,0,1,4,0,0
20400952,1610612743,0,0,0,0,1,1,0,0,1,6,1,1,1610612766,0,0,1,0,0,1,1,0,2,7,0,0
20400953,1610612746,1,0,1,0,0,0,1,0,0,7,0,1,1610612753,1,0,2,0,1,0,1,0,0,7,0,1
20400954,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612747,2,0,1,0,0,0,1,0,0,7,0,1
20400955,1610612742,1,0,0,0,0,2,0,0,1,6,1,1,1610612757,0,0,0,0,1,0,1,0,1,7,1,0
20400956,1610612744,1,0,0,0,0,1,1,0,1,5,1,1,1610612758,2,0,2,0,0,0,1,0,0,6,1,0
20400957,1610612751,0,0,2,0,0,1,0,0,0,7,1,1,1610612762,0,0,1,0,0,3,1,0,0,7,0,0
20400958,1610612737,0,0,2,0,0,1,0,0,1,6,0,0,1610612752,1,0,4,0,0,2,0,0,0,4,1,0
20400959,1610612739,0,0,0,0,0,2,2,0,1,5,1,1,1610612755,0,0,1,0,1,3,1,0,0,5,0,1
20400960,1610612754,0,0,1,0,0,3,0,0,0,6,0,1,1610612747,2,0,1,0,0,0,1,0,0,7,0,1
20400961,1610612765,1,0,1,0,1,0,1,0,1,5,2,0,1610612761,1,0,0,0,0,3,0,0,0,6,1,0
20400962,1610612763,0,0,1,0,0,5,0,0,2,3,0,0,1610612750,2,0,0,0,0,4,1,0,0,4,0,0
20400963,1610612741,1,0,1,0,1,1,1,0,1,5,1,0,1610612740,0,0,0,0,0,2,2,0,2,6,0,0
20400964,1610612749,0,0,3,0,0,1,1,0,1,5,0,1,1610612764,1,0,1,0,1,1,0,0,0,3,0,2
20400965,1610612745,1,0,0,0,0,1,1,0,2,6,0,1,1610612738,1,0,2,0,0,3,0,0,0,3,1,2
20400966,1610612759,0,0,1,0,0,6,1,0,0,2,1,0,1610612766,0,0,1,0,0,1,1,0,2,6,0,0
20400967,1610612743,0,0,0,0,1,1,1,0,1,6,1,1,1610612746,1,0,1,0,0,0,1,0,0,6,0,1
20400968,1610612756,3,0,0,0,0,1,2,0,0,4,1,0,1610612744,1,0,0,0,0,1,1,0,1,5,1,1
20400969,1610612760,1,0,2,0,0,0,0,0,2,4,0,1,1610612753,1,0,2,0,1,0,1,0,0,6,0,1
20400970,1610612755,0,0,1,0,1,3,0,0,0,5,0,1,1610612741,1,0,1,0,1,1,0,0,1,5,1,0
20400971,1610612764,0,0,1,0,1,1,0,0,0,4,0,2,1610612762,0,0,1,0,0,3,1,0,0,7,0,0
20400972,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612752,1,0,3,0,0,2,1,0,0,4,1,0
20400973,1610612740,0,0,0,0,0,2,2,0,2,5,0,0,1610612738,1,0,2,0,0,3,0,0,0,3,1,2
20400974,1610612742,1,0,0,0,0,2,0,0,1,6,1,1,1610612766,0,0,1,0,0,1,1,0,2,4,0,0
20400975,1610612757,0,0,1,0,1,0,2,0,0,6,1,0,1610612753,1,0,1,0,1,0,1,0,0,7,0,0
20400976,1610612746,1,0,1,0,0,0,1,0,0,7,0,1,1610612758,2,0,2,0,0,0,1,0,0,6,1,0
20400977,1610612761,1,0,0,0,0,3,1,0,0,5,1,0,1610612739,0,0,0,0,0,2,2,0,1,5,1,1
20400978,1610612765,1,0,1,0,1,0,1,0,1,5,2,0,1610612759,1,0,1,0,1,5,1,0,0,2,1,0
20400979,1610612754,0,0,1,0,0,3,0,0,0,5,0,1,1610612751,0,0,2,0,0,1,0,0,0,7,1,1
20400980,1610612763,0,0,2,0,0,5,1,0,2,2,0,0,1610612756,3,0,0,0,0,1,2,0,0,4,1,0
20400981,1610612750,2,0,0,0,0,4,1,0,1,4,0,0,1610612745,1,0,0,0,0,1,1,0,2,5,0,1
20400982,1610612743,0,0,0,0,1,1,1,0,1,5,1,1,1610612749,0,0,3,0,0,1,1,0,1,5,0,1
20400983,1610612758,1,0,1,0,0,0,2,0,0,6,1,0,1610612744,1,0,0,0,0,1,1,0,1,4,1,0
20400984,1610612747,2,0,1,0,0,0,0,0,0,7,0,1,1610612760,1,0,2,0,0,0,0,0,2,4,0,1
20400985,1610612766,0,0,1,0,0,1,1,0,2,5,0,0,1610612753,1,0,1,0,1,0,1,0,0,5,0,0
20400986,1610612752,1,0,4,0,0,1,0,0,0,4,1,0,1610612759,1,0,1,0,0,5,0,0,0,4,1,0
20400987,1610612741,1,0,1,0,1,2,1,0,1,4,1,0,1610612737,0,0,1,0,1,2,1,0,1,6,0,0
20400988,1610612742,1,0,0,0,0,2,0,0,1,6,1,1,1610612740,0,0,0,0,0,2,2,0,1,5,0,0
20400989,1610612746,1,0,1,0,0,0,1,0,1,7,0,1,1610612757,0,0,1,0,1,0,2,0,0,6,1,0
20400990,1610612739,0,0,0,0,0,2,2,0,1,5,1,1,1610612765,1,0,1,0,1,0,1,0,1,5,1,0
20400991,1610612751,0,0,2,0,0,2,0,0,0,6,1,1,1610612754,1,0,1,0,0,3,0,0,0,5,0,1
20400992,1610612737,0,0,1,0,1,2,1,0,1,6,0,0,1610612756,2,0,0,0,0,2,2,0,0,5,1,0
20400993,1610612743,0,0,1,0,1,1,1,0,1,5,1,1,1610612764,0,0,2,0,1,2,0,0,0,4,0,2
20400994,1610612762,0,0,1,0,0,2,1,0,0,7,0,0,1610612747,2,0,1,0,0,0,0,0,0,7,0,1
20400995,1610612745,1,0,0,0,0,1,1,0,2,6,0,1,1610612748,1,0,1,0,0,1,1,0,0,7,0,1
20400996,1610612758,2,0,2,0,0,0,2,0,0,4,1,0,1610612757,0,0,0,0,2,0,2,0,1,6,1,0
20400997,1610612760,1,0,2,0,0,0,0,0,2,5,0,0,1610612749,0,0,3,0,0,1,1,0,0,5,0,1
20400998,1610612761,1,0,0,0,0,3,1,0,0,6,1,0,1610612741,1,0,1,0,1,2,1,0,1,5,0,0
20400999,1610612766,0,0,2,0,0,0,1,0,2,6,0,0,1610612756,2,0,0,0,0,2,2,0,0,5,1,0
20401000,1610612754,1,0,1,0,0,2,0,0,0,5,0,1,1610612759,1,0,1,0,0,5,0,0,0,3,1,0
20401001,1610612752,1,0,4,0,0,1,0,0,0,4,1,0,1610612738,1,0,2,0,0,3,0,0,0,3,1,2
20401002,1610612755,0,0,1,0,1,3,1,0,0,5,0,1,1610612765,1,0,1,0,1,0,1,0,1,5,1,0
20401003,1610612750,2,0,0,0,0,4,1,0,1,3,0,0,1610612740,0,0,0,0,0,2,2,0,1,6,0,0
20401004,1610612746,1,0,1,0,0,0,1,0,1,7,0,1,1610612749,0,0,3,0,0,1,1,0,0,5,0,1
20401005,1610612744,1,0,0,0,0,1,0,0,1,5,1,1,1610612742,1,0,0,0,0,2,0,0,1,6,1,1
20401006,1610612753,0,0,1,0,2,0,1,0,0,7,0,0,1610612766,0,0,2,0,0,0,1,0,2,6,0,0
20401007,1610612751,0,0,2,0,0,2,0,0,0,6,1,1,1610612763,0,0,2,0,0,5,1,0,2,1,0,0
20401008,1610612745,1,0,0,0,0,1,1,0,2,6,0,1,1610612739,0,0,0,0,0,2,2,0,1,5,1,1
20401009,1610612743,0,0,1,0,0,1,0,0,1,5,1,1,1610612747,2,0,1,0,0,0,0,0,0,7,0,1
20401010,1610612762,0,0,1,0,0,3,1,0,1,6,0,0,1610612764,0,0,2,0,1,1,0,0,0,4,0,2
20401011,1610612758,2,0,2,0,0,0,2,0,0,6,1,0,1610612742,1,0,0,0,0,2,0,0,1,6,1,1
20401012,1610612757,0,0,1,0,1,0,2,0,1,5,1,0,1610612760,1,0,3,0,0,0,0,0,2,5,0,1
20401013,1610612755,0,0,1,0,1,3,1,0,0,5,0,1,1610612761,1,0,0,0,0,4,1,0,0,5,1,0
20401014,1610612738,1,0,2,0,0,3,0,0,0,3,1,2,1610612741,1,0,1,0,1,1,1,0,1,4,1,0
20401015,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612756,2,0,0,0,0,2,2,0,0,5,1,0
20401016,1610612765,1,0,1,0,1,0,1,0,1,5,1,0,1610612754,1,0,1,0,0,3,0,0,0,5,0,1
20401017,1610612740,0,0,0,0,0,3,2,0,1,4,0,0,1610612745,1,0,0,0,0,2,1,0,1,6,0,1
20401018,1610612759,1,0,1,0,0,5,0,0,0,4,1,0,1610612737,0,0,2,0,0,2,1,0,1,6,0,0
20401019,1610612746,1,0,1,0,0,0,1,0,1,7,0,1,1610612764,0,0,2,0,1,1,0,0,0,4,0,2
20401020,1610612744,1,0,0,0,0,1,1,0,1,5,1,1,1610612749,0,0,3,0,0,1,1,0,1,5,0,1
20401021,1610612760,1,0,3,0,0,0,0,0,2,5,0,1,1610612752,1,0,4,0,0,2,0,0,0,4,1,0
20401022,1610612751,0,0,2,0,0,2,0,0,0,6,1,1,1610612750,2,0,0,0,0,4,1,0,1,4,0,0
20401023,1610612766,0,0,2,0,0,0,1,0,2,6,0,0,1610612748,1,0,1,0,0,1,1,0,0,6,0,1
20401024,1610612737,0,0,1,0,1,2,1,0,1,6,0,0,1610612761,1,0,0,0,0,4,1,0,1,4,1,0
20401025,1610612753,0,0,1,0,1,0,1,0,0,8,0,1,1610612756,2,0,0,0,0,2,2,0,0,5,1,0
20401026,1610612765,1,0,1,0,1,0,1,0,1,5,2,0,1610612738,1,0,2,0,0,3,0,0,0,3,1,2
20401027,1610612763,0,0,2,0,0,5,1,0,2,1,0,0,1610612740,0,0,1,0,0,3,2,0,2,4,0,0
20401028,1610612741,1,0,1,0,1,2,1,0,1,4,1,0,1610612754,1,0,1,0,0,3,0,0,0,5,0,1
20401029,1610612742,1,0,0,0,0,2,0,0,1,6,1,1,1610612739,0,0,0,0,0,2,2,0,1,5,1,1
20401030,1610612743,0,0,1,0,0,1,1,0,1,5,1,1,1610612758,2,0,2,0,0,0,2,0,0,6,1,0
20401031,1610612762,0,0,0,0,0,3,1,0,1,6,0,0,1610612749,0,0,3,0,0,1,1,0,1,5,0,1
20401032,1610612757,0,0,1,0,1,0,2,0,0,5,1,0,1610612752,1,0,4,0,0,1,0,0,0,5,1,0
20401033,1610612759,0,0,1,0,0,4,0,0,0,3,2,0,1610612745,1,0,0,0,0,2,1,0,1,6,0,1
20401034,1610612750,2,0,0,0,0,4,1,0,1,4,0,0,1610612746,1,0,1,0,0,0,1,0,2,6,0,1
20401035,1610612747,2,0,1,0,0,1,0,0,0,6,0,1,1610612755,0,0,1,0,1,3,1,0,0,5,0,1
20401036,1610612760,1,0,2,0,0,0,0,0,2,5,0,1,1610612764,0,0,2,0,0,1,0,0,0,6,0,2
20401037,1610612766,0,0,2,0,0,1,1,0,2,6,0,0,1610612751,0,0,2,0,0,2,0,0,0,6,1,1
20401038,1610612753,0,0,1,0,1,0,1,0,0,8,0,1,1610612737,0,0,1,0,1,2,0,0,1,6,0,0
20401039,1610612765,1,0,1,0,1,0,1,0,1,5,2,0,1610612742,1,0,0,0,0,2,0,0,1,6,1,1
20401040,1610612749,0,0,3,0,0,1,1,0,1,5,0,1,1610612754,1,0,1,0,0,3,0,0,0,5,0,1
20401041,1610612740,0,0,1,0,0,3,2,0,2,4,0,0,1610612739,0,0,0,0,0,2,2,0,1,5,1,1
20401042,1610612741,1,0,1,0,1,2,1,0,1,4,1,0,1610612763,0,0,2,0,0,4,1,0,2,1,0,0
20401043,1610612762,0,0,1,0,0,2,2,0,1,6,0,0,1610612745,1,0,0,0,0,2,1,0,1,6,0,1
20401044,1610612756,2,0,0,0,0,2,1,0,0,5,1,0,1610612743,0,0,1,0,1,1,0,0,1,5,1,1
20401045,1610612758,2,0,1,0,0,0,1,0,0,6,1,0,1610612755,0,0,1,0,1,3,1,0,0,5,0,1
20401046,1610612757,0,0,0,0,1,0,2,0,1,5,1,0,1610612764,0,0,2,0,0,1,0,0,0,6,0,2
20401047,1610612744,1,0,0,0,0,1,1,0,1,5,1,1,1610612752,1,0,4,0,0,1,0,0,0,5,1,0
20401048,1610612739,0,0,0,0,0,2,2,0,0,6,1,1,1610612746,1,0,1,0,0,0,1,0,2,6,0,1
20401049,1610612748,1,0,2,0,0,1,1,0,0,6,0,1,1610612761,1,0,0,0,0,4,1,0,1,4,1,0
20401050,1610612763,0,0,2,0,0,4,1,0,2,2,0,0,1610612760,0,0,2,0,0,0,0,0,2,5,0,1
20401051,1610612747,2,0,1,0,0,1,0,0,0,6,0,1,1610612752,1,0,4,0,0,1,0,0,0,5,0,1
20401052,1610612738,1,0,2,0,0,3,0,0,0,3,1,2,1610612742,2,0,0,0,0,2,0,0,1,5,1,1
20401053,1610612764,0,0,2,0,0,1,0,0,0,6,0,2,1610612737,0,0,1,0,1,2,1,0,1,6,0,0
20401054,1610612766,0,0,2,0,0,1,1,0,2,6,0,0,1610612741,1,0,1,0,1,2,0,0,1,4,0,0
20401055,1610612753,0,0,1,0,1,0,1,0,0,7,0,1,1610612761,1,0,0,0,0,4,1,0,1,4,1,0
20401056,1610612751,0,0,2,0,0,2,0,0,0,6,1,1,1610612746,1,0,1,0,0,0,1,0,3,4,0,1
20401057,1610612765,1,0,1,0,1,0,1,0,0,5,1,1,1610612758,2,0,3,0,0,0,0,0,0,5,1,0
20401058,1610612749,0,0,3,0,0,1,0,0,1,5,0,1,1610612744,0,0,0,0,0,2,1,0,1,5,1,1
20401059,1610612759,0,0,1,0,0,5,0,0,0,4,2,0,1610612760,0,0,2,0,0,0,0,0,2,5,0,1
20401060,1610612762,0,0,1,0,0,1,2,0,1,6,0,0,1610612743,0,0,1,0,1,1,0,0,1,5,1,1
