,player_id,player_name,game_id,home_team_id,visitor_team_id,season,team_id,played,mpg,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,cluster,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11
907,202068,Marcus Landry,982321404,75698799291,75698799301,94423,75698799274,47,104.84199019547876,15.659472719956938,37.63731035546763,5.566908741152179,7.574107203598935,21.12123536056196,4.541175493086554,1.2321559388827958,2.3900251766905716,0.3080389847206984,6.887630792487512,11.74113796236969,18.6287687548572,0.0,1.1197348485017915,1.5304534947960569,4.103406670486216,11.377794378690819,40.12520858239561,423,0,0,0,0,0,0,0,0,0,47,0,0
908,202077,Jerel McNeal,234212547,17716740262,17716740279,22142,17716740324,11,11.44291305916306,0.9183621933621933,3.8964285714285714,0.4137265512265511,0.0909090909090909,0.8274531024531023,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0,1.0878066378066378,1.0878066378066378,0.8718975468975468,0.2727272727272727,0.5698773448773448,1.7485930735930735,2.7037518037518034,2.1094516594516595,99,0,0,0,0,0,0,0,0,0,11,0,0
909,202079,Antonio Anderson,104504593,8053063766,8053063791,10045,8053063800,5,18.758055555555558,1.2833333333333332,3.85,0.42735,0.0,0.0,0.0,0.0,0.0,0.0,1.2833333333333332,0.0,1.2833333333333332,0.0,0.0,0.0,1.2833333333333332,1.2833333333333332,2.5666666666666664,45,0,0,0,0,0,0,0,0,0,5,0,0
910,202081,Garret Siler,1386536571,106300441736,106300441747,132665,106300441896,66,97.05563791300095,9.707321472530714,19.57690551419723,5.557335576658027,0.0,0.0,0.0,6.961599291570637,14.207783080772899,3.2485629116514656,14.591389458293524,8.343253275475929,22.934642733769454,4.647775769139038,2.691093700908564,6.840666685049491,16.536800015462155,17.7705317643219,26.37624223663207,594,0,0,0,0,0,0,0,0,0,66,0,0
911,202082,Larry Owens,483814734,37044093296,37044093357,46238,37044093418,23,146.88586865217587,14.743515567642302,29.38395746429129,4.761737048992944,5.666779613649986,12.836353974281353,2.989752147382985,5.810864872851681,11.697520635875394,2.5729377828539888,1.0425304054241322,19.355071799993727,20.39760220541786,8.708406169965599,7.409841825999788,3.030967007334957,3.0896467334059876,18.281192166368502,40.96467562178627,207,0,0,0,0,0,0,0,0,0,23,0,0
912,202083,Wesley Matthews,15468515500,1167694244916,1167694245106,1459681,1167694245286,725,22798.06888232175,3340.562548113464,7801.123826648246,300.89264142213,1492.016987208786,3902.691722884541,252.23750592550556,1554.5162042081538,1887.1342686959783,427.21316237486957,379.5912639612316,1823.1566207588467,2202.747884720078,1547.384190939309,774.7300766012338,138.34128316787516,940.0888586198695,1580.93141928986,9727.658287643868,630,603,0,0,0,0,117,0,0,0,5,0,0
913,202087,Alonzo Gee,9604167399,727996961791,727996961729,909639,727996959394,452,8359.260288651132,996.2829175989805,2302.297377572335,167.05015168496027,191.4742938426629,567.4946278994701,87.87754821761486,569.5445079423082,756.8722994810697,172.99760005824416,392.0002046086469,936.4821593336148,1328.4823639422618,424.16242927394524,370.35969003351295,97.35191602982688,446.6556792017962,752.078739118594,2753.584636982932,3276,0,0,0,0,0,198,0,0,0,254,0,0
914,202091,Dionte Christmas,1746651249,132070245799,132070245806,165066,132070245992,82,316.25872975952984,37.15918424922365,93.17221966906968,10.969347366147831,13.861942908411484,46.00121642901171,6.11468384229753,21.53337294786675,26.577532689669635,9.261634622184056,15.73300434042319,43.51661424420038,59.249618584623576,7.552466095565165,6.396706826484827,3.1656885748235952,9.789511339028367,29.063368978295692,109.71368435472554,734,0,0,0,0,0,1,0,0,0,81,0,0
915,202130,Reggie Williams,5407378597,412316864946,412316864896,514872,412316865426,256,4450.1324954490665,761.6672925342234,1625.9584923513974,90.99739777510493,241.3952390159019,641.5406782266266,73.54838121708619,258.34171057502954,336.66216626574595,74.19934991873434,120.99967730011694,486.86547453351284,607.8651518336299,377.41629420238104,106.98335346710326,18.983866940564226,179.70217276292504,295.63926051222677,2023.0715346593781,1601,23,0,0,0,0,124,0,0,0,109,0,0
916,202132,Cedric Jackson,480721719,37044093231,37044093306,46207,37044093322,23,46.53551045554419,2.175969901757356,10.176519541876589,0.4990559569332414,0.0434782608695652,3.1920394745993743,0.0144782608695652,4.35645364080887,10.81722060114845,1.670378580313884,1.1000622455646683,4.623059636927587,5.723121882492255,8.018191660121934,2.1432424986284855,1.4288283324189903,4.5490418386821,2.4664011064838895,8.751871705193148,207,0,0,0,0,0,0,0,0,0,23,0,0
